mois,dep,estim_rsa,rsa
2017-10-01,84,0,16850
2017-10-01,85,0,7550
2017-10-01,86,0,12010
2017-10-01,87,0,9570
2017-10-01,88,0,10760
2017-10-01,89,0,8990
2017-10-01,90,0,4220
2017-10-01,91,0,26270
2017-10-01,92,0,30360
2017-10-01,93,0,82720
2017-10-01,94,0,41030
2017-10-01,95,0,32560
2017-10-01,971,0,44310
2017-10-01,972,0,35890
2017-10-01,973,0,22600
2017-10-01,974,0,95210
2017-10-01,976,0,6000
2017-11-01,01,0,7740
2017-11-01,02,0,17340
2017-11-01,03,0,9650
2017-11-01,04,0,4270
2017-11-01,05,0,2830
2017-11-01,06,0,24340
2017-11-01,07,0,6470
2017-11-01,08,0,10600
2017-11-01,09,0,6060
2017-11-01,10,0,9520
2017-11-01,11,0,16670
2017-11-01,12,0,4060
2017-11-01,13,0,78570
2017-11-01,14,0,14940
2017-11-01,15,0,2200
2017-11-01,16,0,10560
2017-11-01,17,0,16130
2017-11-01,18,0,9390
2017-11-01,19,0,3260
2017-11-01,2A,0,2410
2017-11-01,2B,0,3810
2017-11-01,21,0,9580
2017-11-01,22,0,10700
2017-11-01,23,0,2660
2017-11-01,24,0,10440
2017-11-01,25,0,12030
2017-11-01,26,0,11890
2017-11-01,27,0,13050
2017-11-01,28,0,8180
2017-11-01,29,0,17320
2017-11-01,30,0,30570
2017-11-01,31,0,37130
2017-11-01,32,0,3880
2017-11-01,33,0,41440
2017-11-01,34,0,40480
2017-11-01,35,0,17000
2017-11-01,36,0,4950
2017-11-01,37,0,13450
2017-11-01,38,0,23950
2017-11-01,39,0,3690
2017-11-01,40,0,8000
2017-11-01,41,0,6960
2017-11-01,42,0,16900
2017-11-01,43,0,3260
2017-11-01,44,0,29520
2017-11-01,45,0,15140
2017-11-01,46,0,3650
2017-11-01,47,0,9590
2017-11-01,48,0,1220
2017-11-01,49,0,15650
2017-11-01,50,0,7590
2017-11-01,51,0,13910
2017-11-01,52,0,4290
2017-11-01,53,0,3750
2017-11-01,54,0,22480
2017-11-01,55,0,5030
2017-11-01,56,0,13850
2017-11-01,57,0,27390
2017-11-01,58,0,5630
2017-11-01,59,0,111250
2017-11-01,60,0,19460
2017-11-01,61,0,7130
2017-11-01,62,0,56330
2017-11-01,63,0,15550
2017-11-01,64,0,14290
2017-11-01,65,0,5430
2017-11-01,66,0,21830
2017-11-01,67,0,26690
2017-11-01,68,0,15720
2017-11-01,69,0,45730
2017-11-01,70,0,4470
2017-11-01,71,0,10170
2017-11-01,72,0,11030
2017-11-01,73,0,5610
2017-11-01,74,0,8050
2017-11-01,75,0,63690
2017-11-01,76,0,41330
2017-11-01,77,0,28710
2017-11-01,78,0,21950
2017-11-01,79,0,6860
2017-11-01,80,0,18520
2017-11-01,81,0,10530
2017-11-01,82,0,6540
2017-11-01,83,0,31270
2017-11-01,84,0,17030
2017-11-01,85,0,7580
2017-11-01,86,0,12140
2017-11-01,87,0,9540
2017-11-01,88,0,10780
2017-11-01,89,0,9020
2017-11-01,90,0,4200
2017-11-01,91,0,26430
2017-11-01,92,0,30480
2017-11-01,93,0,83060
2017-11-01,94,0,41530
2017-11-01,95,0,32670
2017-11-01,971,0,44350
2017-11-01,972,0,36090
2017-11-01,973,0,22590
2017-11-01,974,0,95110
2017-11-01,976,0,5950
2017-12-01,01,0,7700
2017-12-01,02,0,17330
2017-12-01,03,0,9610
2017-12-01,04,0,4290
2017-12-01,05,0,2840
2017-12-01,06,0,24520
2017-12-01,07,0,6540
2017-12-01,08,0,10560
2017-12-01,09,0,6060
2017-12-01,10,0,9540
2017-12-01,11,0,16730
2017-12-01,12,0,4070
2017-12-01,13,0,78430
2017-12-01,14,0,14910
2017-12-01,15,0,2190
2017-12-01,16,0,10600
2017-12-01,17,0,16090
2017-12-01,18,0,9410
2017-12-01,19,0,3270
2017-12-01,2A,0,2450
2017-12-01,2B,0,3860
2017-12-01,21,0,9610
2017-12-01,22,0,10810
2017-12-01,23,0,2630
2017-12-01,24,0,10510
2017-12-01,25,0,11960
2017-12-01,26,0,11920
2017-12-01,27,0,12960
2017-12-01,28,0,8190
2017-12-01,29,0,17510
2017-12-01,30,0,30590
2017-12-01,31,0,37050
2017-12-01,32,0,3840
2017-12-01,33,0,41590
2017-12-01,34,0,40730
2017-12-01,35,0,16990
2017-12-01,36,0,4930
2017-12-01,37,0,13510
2017-12-01,38,0,23840
2017-12-01,39,0,3670
2017-12-01,40,0,8100
2017-12-01,41,0,6970
2017-12-01,42,0,16870
2017-12-01,43,0,3290
2017-12-01,44,0,29540
2017-12-01,45,0,15140
2017-12-01,46,0,3690
2017-12-01,47,0,9580
2017-12-01,48,0,1250
2017-12-01,49,0,15590
2017-12-01,50,0,7590
2017-12-01,51,0,13980
2017-12-01,52,0,4280
2017-12-01,53,0,3720
2017-12-01,54,0,22430
2017-12-01,55,0,5040
2017-12-01,56,0,13880
2017-12-01,57,0,27190
2017-12-01,58,0,5630
2017-12-01,59,0,111100
2017-12-01,60,0,19390
2017-12-01,61,0,7080
2017-12-01,62,0,56370
2017-12-01,63,0,15540
2017-12-01,64,0,14330
2017-12-01,65,0,5440
2017-12-01,66,0,21950
2017-12-01,67,0,26670
2017-12-01,68,0,15640
2017-12-01,69,0,45780
2017-12-01,70,0,4450
2017-12-01,71,0,10200
2017-12-01,72,0,10990
2017-12-01,73,0,5580
2017-12-01,74,0,8030
2017-12-01,75,0,63210
2017-12-01,76,0,41270
2017-12-01,77,0,28680
2017-12-01,78,0,21910
2017-12-01,79,0,6880
2017-12-01,80,0,18510
2017-12-01,81,0,10570
2017-12-01,82,0,6530
2017-12-01,83,0,31420
2017-12-01,84,0,17090
2017-12-01,85,0,7580
2017-12-01,86,0,12140
2017-12-01,87,0,9570
2017-12-01,88,0,10780
2017-12-01,89,0,9040
2017-12-01,90,0,4170
2017-12-01,91,0,26500
2017-12-01,92,0,30450
2017-12-01,93,0,83050
2017-12-01,94,0,41640
2017-12-01,95,0,32820
2017-12-01,971,0,44290
2017-12-01,972,0,36210
2017-12-01,973,0,22370
2017-12-01,974,0,95090
2017-12-01,976,0,5910
2018-01-01,01,0,7670
2018-01-01,02,0,17480
2018-01-01,03,0,9710
2018-01-01,04,0,4320
2018-01-01,05,0,2850
2018-01-01,06,0,24810
2018-01-01,07,0,6620
2018-01-01,08,0,10590
2018-01-01,09,0,6090
2018-01-01,10,0,9690
2018-01-01,11,0,16790
2018-01-01,12,0,4120
2018-01-01,13,0,78800
2018-01-01,14,0,14950
2018-01-01,15,0,2210
2018-01-01,16,0,10550
2018-01-01,17,0,16140
2018-01-01,18,0,9470
2018-01-01,19,0,3270
2018-01-01,2A,0,2500
2018-01-01,2B,0,3890
2018-01-01,21,0,9680
2018-01-01,22,0,10920
2018-01-01,23,0,2650
2018-01-01,24,0,10600
2018-01-01,25,0,11900
2018-01-01,26,0,12000
2018-01-01,27,0,13080
2018-01-01,28,0,8240
2018-01-01,29,0,17520
2018-01-01,30,0,30840
2018-01-01,31,0,37030
2018-01-01,32,0,3800
2018-01-01,33,0,41880
2018-01-01,34,0,40820
2018-01-01,35,0,17010
2018-01-01,36,0,5000
2018-01-01,37,0,13540
2018-01-01,38,0,23860
2018-01-01,39,0,3640
2018-01-01,40,0,8160
2018-01-01,41,0,7020
2018-01-01,42,0,16740
2018-01-01,43,0,3260
2018-01-01,44,0,29470
2018-01-01,45,0,15230
2018-01-01,46,0,3740
2018-01-01,47,0,9630
2018-01-01,48,0,1250
2018-01-01,49,0,15650
2018-01-01,50,0,7620
2018-01-01,51,0,14020
2018-01-01,52,0,4300
2018-01-01,53,0,3750
2018-01-01,54,0,22460
2018-01-01,55,0,5040
2018-01-01,56,0,13910
2018-01-01,57,0,27300
2018-01-01,58,0,5640
2018-01-01,59,0,111650
2018-01-01,60,0,19650
2018-01-01,61,0,7080
2018-01-01,62,0,56640
2018-01-01,63,0,15570
2018-01-01,64,0,14410
2018-01-01,65,0,5500
2018-01-01,66,0,21890
2018-01-01,67,0,26700
2018-01-01,68,0,15520
2018-01-01,69,0,45970
2018-01-01,70,0,4430
2018-01-01,71,0,10250
2018-01-01,72,0,10960
2018-01-01,73,0,5620
2018-01-01,74,0,8110
2018-01-01,75,0,63290
2018-01-01,76,0,41330
2018-01-01,77,0,28910
2018-01-01,78,0,22140
2018-01-01,79,0,6900
2018-01-01,80,0,18580
2018-01-01,81,0,10620
2018-01-01,82,0,6610
2018-01-01,83,0,31750
2018-01-01,84,0,17310
2018-01-01,85,0,7670
2018-01-01,86,0,12180
2018-01-01,87,0,9590
2018-01-01,88,0,10800
2018-01-01,89,0,9080
2018-01-01,90,0,4130
2018-01-01,91,0,26620
2018-01-01,92,0,30610
2018-01-01,93,0,83240
2018-01-01,94,0,41710
2018-01-01,95,0,33000
2018-01-01,971,0,44390
2018-01-01,972,0,36340
2018-01-01,973,0,22360
2018-01-01,974,0,95640
2018-01-01,976,0,5910
2018-02-01,01,0,7600
2018-02-01,02,0,17590
2018-02-01,03,0,9730
2018-02-01,04,0,4340
2018-02-01,05,0,2830
2018-02-01,06,0,24730
2018-02-01,07,0,6640
2018-02-01,08,0,10600
2018-02-01,09,0,6090
2018-02-01,10,0,9680
2018-02-01,11,0,16820
2018-02-01,12,0,4100
2018-02-01,13,0,78930
2018-02-01,14,0,14980
2018-02-01,15,0,2210
2018-02-01,16,0,10590
2018-02-01,17,0,16150
2018-02-01,18,0,9440
2018-02-01,19,0,3230
2018-02-01,2A,0,2520
2018-02-01,2B,0,3910
2018-02-01,21,0,9680
2018-02-01,22,0,10880
2018-02-01,23,0,2670
2018-02-01,24,0,10610
2018-02-01,25,0,11840
2018-02-01,26,0,12060
2018-02-01,27,0,13140
2018-02-01,28,0,8260
2018-02-01,29,0,17510
2018-02-01,30,0,30900
2018-02-01,31,0,36890
2018-02-01,32,0,3830
2018-02-01,33,0,41860
2018-02-01,34,0,40700
2018-02-01,35,0,16910
2018-02-01,36,0,5030
2018-02-01,37,0,13500
2018-02-01,38,0,23750
2018-02-01,39,0,3640
2018-02-01,40,0,8190
2018-02-01,41,0,7030
2018-02-01,42,0,16710
2018-02-01,43,0,3250
2018-02-01,44,0,29430
2018-02-01,45,0,15180
2018-02-01,46,0,3770
2018-02-01,47,0,9620
2018-02-01,48,0,1260
2018-02-01,49,0,15680
2018-02-01,50,0,7630
2018-02-01,51,0,14020
2018-02-01,52,0,4310
2018-02-01,53,0,3740
2018-02-01,54,0,22410
2018-02-01,55,0,5020
2018-02-01,56,0,13870
2018-02-01,57,0,27310
2018-02-01,58,0,5630
2018-02-01,59,0,111530
2018-02-01,60,0,19650
2018-02-01,61,0,7050
2018-02-01,62,0,56450
2018-02-01,63,0,15540
2018-02-01,64,0,14450
2018-02-01,65,0,5520
2018-02-01,66,0,21860
2018-02-01,67,0,26590
2018-02-01,68,0,15430
2018-02-01,69,0,45990
2018-02-01,70,0,4370
2018-02-01,71,0,10220
2018-02-01,72,0,10910
2018-02-01,73,0,5630
2018-02-01,74,0,8110
2018-02-01,75,0,63020
2018-02-01,76,0,41150
2018-02-01,77,0,28920
2018-02-01,78,0,22220
2018-02-01,79,0,6880
2018-02-01,80,0,18540
2018-02-01,81,0,10620
2018-02-01,82,0,6630
2018-02-01,83,0,31740
2018-02-01,84,0,17380
2018-02-01,85,0,7730
2018-02-01,86,0,12150
2018-02-01,87,0,9590
2018-02-01,88,0,10780
2018-02-01,89,0,9000
2018-02-01,90,0,4110
2018-02-01,91,0,26650
2018-02-01,92,0,30450
2018-02-01,93,0,83160
2018-02-01,94,0,41750
2018-02-01,95,0,33050
2018-02-01,971,0,44300
2018-02-01,972,0,36250
2018-02-01,973,0,22280
2018-02-01,974,0,96160
2018-02-01,976,0,5890
2018-03-01,01,0,7610
2018-03-01,02,0,17650
2018-03-01,03,0,9740
2018-03-01,04,0,4360
2018-03-01,05,0,2820
2018-03-01,06,0,24750
2018-03-01,07,0,6660
2018-03-01,08,0,10650
2018-03-01,09,0,6110
2018-03-01,10,0,9690
2018-03-01,11,0,16780
2018-03-01,12,0,4130
2018-03-01,13,0,79120
2018-03-01,14,0,15010
2018-03-01,15,0,2190
2018-03-01,16,0,10580
2018-03-01,17,0,16250
2018-03-01,18,0,9460
2018-03-01,19,0,3220
2018-03-01,2A,0,2520
2018-03-01,2B,0,3940
2018-03-01,21,0,9760
2018-03-01,22,0,10890
2018-03-01,23,0,2690
2018-03-01,24,0,10570
2018-03-01,25,0,11820
2018-03-01,26,0,12090
2018-03-01,27,0,13220
2018-03-01,28,0,8270
2018-03-01,29,0,17470
2018-03-01,30,0,30970
2018-03-01,31,0,36790
2018-03-01,32,0,3830
2018-03-01,33,0,41920
2018-03-01,34,0,40600
2018-03-01,35,0,16880
2018-03-01,36,0,5060
2018-03-01,37,0,13520
2018-03-01,38,0,23640
2018-03-01,39,0,3640
2018-03-01,40,0,8140
2018-03-01,41,0,7000
2018-03-01,42,0,16700
2018-03-01,43,0,3230
2018-03-01,44,0,29460
2018-03-01,45,0,15140
2018-03-01,46,0,3810
2018-03-01,47,0,9660
2018-03-01,48,0,1250
2018-03-01,49,0,15610
2018-03-01,50,0,7640
2018-03-01,51,0,14110
2018-03-01,52,0,4260
2018-03-01,53,0,3730
2018-03-01,54,0,22320
2018-03-01,55,0,5030
2018-03-01,56,0,13900
2018-03-01,57,0,27330
2018-03-01,58,0,5640
2018-03-01,59,0,111160
2018-03-01,60,0,19740
2018-03-01,61,0,7090
2018-03-01,62,0,56460
2018-03-01,63,0,15540
2018-03-01,64,0,14420
2018-03-01,65,0,5510
2018-03-01,66,0,21980
2018-03-01,67,0,26590
2018-03-01,68,0,15430
2018-03-01,69,0,46010
2018-03-01,70,0,4360
2018-03-01,71,0,10160
2018-03-01,72,0,10900
2018-03-01,73,0,5580
2018-03-01,74,0,8140
2018-03-01,75,0,63040
2018-03-01,76,0,41210
2018-03-01,77,0,28890
2018-03-01,78,0,22390
2018-03-01,79,0,6870
2018-03-01,80,0,18650
2018-03-01,81,0,10610
2018-03-01,82,0,6690
2018-03-01,83,0,31770
2018-03-01,84,0,17370
2018-03-01,85,0,7710
2018-03-01,86,0,12140
2018-03-01,87,0,9620
2018-03-01,88,0,10770
2018-03-01,89,0,9000
2018-03-01,90,0,4050
2018-03-01,91,0,26790
2018-03-01,92,0,30580
2018-03-01,93,0,83470
2018-03-01,94,0,41930
2018-03-01,95,0,33140
2018-03-01,971,0,44260
2018-03-01,972,0,36190
2018-03-01,973,0,22390
2018-03-01,974,0,96410
2018-03-01,976,0,5820
2018-04-01,01,0,7570
2018-04-01,02,0,17600
2018-04-01,03,0,9730
2018-04-01,04,0,4380
2018-04-01,05,0,2830
2018-04-01,06,0,24740
2018-04-01,07,0,6660
2018-04-01,08,0,10660
2018-04-01,09,0,6100
2018-04-01,10,0,9620
2018-04-01,11,0,16690
2018-04-01,12,0,4150
2018-04-01,13,0,78850
2018-04-01,14,0,14940
2018-04-01,15,0,2250
2018-04-01,16,0,10530
2018-04-01,17,0,16150
2018-04-01,18,0,9420
2018-04-01,19,0,3240
2018-04-01,2A,0,2500
2018-04-01,2B,0,3960
2018-04-01,21,0,9750
2018-04-01,22,0,10870
2018-04-01,23,0,2700
2018-04-01,24,0,10600
2018-04-01,25,0,11800
2018-04-01,26,0,12070
2018-04-01,27,0,13250
2018-04-01,28,0,8330
2018-04-01,29,0,17430
2018-04-01,30,0,30870
2018-04-01,31,0,36760
2018-04-01,32,0,3860
2018-04-01,33,0,41820
2018-04-01,34,0,40410
2018-04-01,35,0,16830
2018-04-01,36,0,5060
2018-04-01,37,0,13570
2018-04-01,38,0,23670
2018-04-01,39,0,3640
2018-04-01,40,0,8140
2018-04-01,41,0,6950
2018-04-01,42,0,16690
2018-04-01,43,0,3240
2018-04-01,44,0,29400
2018-04-01,45,0,15170
2018-04-01,46,0,3840
2018-04-01,47,0,9670
2018-04-01,48,0,1240
2018-04-01,49,0,15640
2018-04-01,50,0,7640
2018-04-01,51,0,14110
2018-04-01,52,0,4280
2018-04-01,53,0,3710
2018-04-01,54,0,22330
2018-04-01,55,0,5040
2018-04-01,56,0,13890
2018-04-01,57,0,27310
2018-04-01,58,0,5620
2018-04-01,59,0,111030
2018-04-01,60,0,19740
2018-04-01,61,0,7110
2018-04-01,62,0,56440
2018-04-01,63,0,15540
2018-04-01,64,0,14400
2018-04-01,65,0,5510
2018-04-01,66,0,21920
2018-04-01,67,0,26650
2018-04-01,68,0,15370
2018-04-01,69,0,45950
2018-04-01,70,0,4350
2018-04-01,71,0,10150
2018-04-01,72,0,10860
2018-04-01,73,0,5530
2018-04-01,74,0,8090
2018-04-01,75,0,62830
2018-04-01,76,0,41170
2018-04-01,77,0,28890
2018-04-01,78,0,22560
2018-04-01,79,0,6870
2018-04-01,80,0,18630
2018-04-01,81,0,10640
2018-04-01,82,0,6670
2018-04-01,83,0,31740
2018-04-01,84,0,17370
2018-04-01,85,0,7650
2018-04-01,86,0,12140
2018-04-01,87,0,9630
2018-04-01,88,0,10760
2018-04-01,89,0,8900
2018-04-01,90,0,4030
2018-04-01,91,0,26900
2018-04-01,92,0,30740
2018-04-01,93,0,83700
2018-04-01,94,0,42060
2018-04-01,95,0,33210
2018-04-01,971,0,44240
2018-04-01,972,0,36170
2018-04-01,973,0,22410
2018-04-01,974,0,96620
2018-04-01,976,0,5820
2018-05-01,01,0,7550
2018-05-01,02,0,17670
2018-05-01,03,0,9740
2018-05-01,04,0,4380
2018-05-01,05,0,2840
2018-05-01,06,0,24670
2018-05-01,07,0,6660
2018-05-01,08,0,10660
2018-05-01,09,0,6140
2018-05-01,10,0,9640
2018-05-01,11,0,16630
2018-05-01,12,0,4160
2018-05-01,13,0,78740
2018-05-01,14,0,14850
2018-05-01,15,0,2250
2018-05-01,16,0,10560
2018-05-01,17,0,16150
2018-05-01,18,0,9450
2018-05-01,19,0,3250
2018-05-01,2A,0,2490
2018-05-01,2B,0,3970
2018-05-01,21,0,9770
2018-05-01,22,0,10850
2018-05-01,23,0,2700
2018-05-01,24,0,10610
2018-05-01,25,0,11830
2018-05-01,26,0,12050
2018-05-01,27,0,13250
2018-05-01,28,0,8350
2018-05-01,29,0,17450
2018-05-01,30,0,30890
2018-05-01,31,0,36780
2018-05-01,32,0,3890
2018-05-01,33,0,41750
2018-05-01,34,0,40490
2018-05-01,35,0,16830
2018-05-01,36,0,5100
2018-05-01,37,0,13590
2018-05-01,38,0,23690
2018-05-01,39,0,3620
2018-05-01,40,0,8200
2018-05-01,41,0,6910
2018-05-01,42,0,16720
2018-05-01,43,0,3250
2018-05-01,44,0,29410
2018-05-01,45,0,15300
2018-05-01,46,0,3830
2018-05-01,47,0,9700
2018-05-01,48,0,1240
2018-05-01,49,0,15600
2018-05-01,50,0,7570
2018-05-01,51,0,14170
2018-05-01,52,0,4270
2018-05-01,53,0,3710
2018-05-01,54,0,22330
2018-05-01,55,0,5080
2018-05-01,56,0,13860
2018-05-01,57,0,27370
2018-05-01,58,0,5640
2018-05-01,59,0,110940
2018-05-01,60,0,19830
2018-05-01,61,0,7130
2018-05-01,62,0,56530
2018-05-01,63,0,15580
2018-05-01,64,0,14340
2018-05-01,65,0,5530
2018-05-01,66,0,21990
2018-05-01,67,0,26750
2018-05-01,68,0,15320
2018-05-01,69,0,46130
2018-05-01,70,0,4350
2018-05-01,71,0,10120
2018-05-01,72,0,10850
2018-05-01,73,0,5540
2018-05-01,74,0,8090
2018-05-01,75,0,63110
2018-05-01,76,0,41300
2018-05-01,77,0,28850
2018-05-01,78,0,22720
2018-05-01,79,0,6880
2018-05-01,80,0,18590
2018-05-01,81,0,10660
2018-05-01,82,0,6680
2018-05-01,83,0,31730
2018-05-01,84,0,17360
2018-05-01,85,0,7570
2018-05-01,86,0,12220
2018-05-01,87,0,9670
2018-05-01,88,0,10770
2018-05-01,89,0,8890
2018-05-01,90,0,4030
2018-05-01,91,0,27190
2018-05-01,92,0,30810
2018-05-01,93,0,83970
2018-05-01,94,0,42290
2018-05-01,95,0,33420
2018-05-01,971,0,44290
2018-05-01,972,0,36280
2018-05-01,973,0,22400
2018-05-01,974,0,96840
2018-05-01,976,0,5850
2018-06-01,01,0,7560
2018-06-01,02,0,17580
2018-06-01,03,0,9770
2018-06-01,04,0,4330
2018-06-01,05,0,2860
2018-06-01,06,0,24520
2018-06-01,07,0,6620
2018-06-01,08,0,10640
2018-06-01,09,0,6080
2018-06-01,10,0,9590
2018-06-01,11,0,16560
2018-06-01,12,0,4150
2018-06-01,13,0,78790
2018-06-01,14,0,14770
2018-06-01,15,0,2230
2018-06-01,16,0,10530
2018-06-01,17,0,16010
2018-06-01,18,0,9520
2018-06-01,19,0,3240
2018-06-01,2A,0,2480
2018-06-01,2B,0,3960
2018-06-01,21,0,9760
2018-06-01,22,0,10810
2018-06-01,23,0,2710
2018-06-01,24,0,10590
2018-06-01,25,0,11800
2018-06-01,26,0,11950
2018-06-01,27,0,13240
2018-06-01,28,0,8420
2018-06-01,29,0,17350
2018-06-01,30,0,30810
2018-06-01,31,0,36740
2018-06-01,32,0,3880
2018-06-01,33,0,41660
2018-06-01,34,0,40260
2018-06-01,35,0,16810
2018-06-01,36,0,5100
2018-06-01,37,0,13510
2018-06-01,38,0,23480
2018-06-01,39,0,3610
2018-06-01,40,0,8210
2018-06-01,41,0,6950
2018-06-01,42,0,16820
2018-06-01,43,0,3200
2018-06-01,44,0,29230
2018-06-01,45,0,15420
2018-06-01,46,0,3820
2018-06-01,47,0,9690
2018-06-01,48,0,1220
2018-06-01,49,0,15570
2018-06-01,50,0,7540
2018-06-01,51,0,14160
2018-06-01,52,0,4280
2018-06-01,53,0,3690
2018-06-01,54,0,22240
2018-06-01,55,0,5090
2018-06-01,56,0,13750
2018-06-01,57,0,27300
2018-06-01,58,0,5630
2018-06-01,59,0,111170
2018-06-01,60,0,19900
2018-06-01,61,0,7100
2018-06-01,62,0,56390
2018-06-01,63,0,15590
2018-06-01,64,0,14340
2018-06-01,65,0,5470
2018-06-01,66,0,21850
2018-06-01,67,0,26760
2018-06-01,68,0,15310
2018-06-01,69,0,46220
2018-06-01,70,0,4320
2018-06-01,71,0,10090
2018-06-01,72,0,10850
2018-06-01,73,0,5570
2018-06-01,74,0,8090
2018-06-01,75,0,63280
2018-06-01,76,0,41120
2018-06-01,77,0,28830
2018-06-01,78,0,22820
2018-06-01,79,0,6880
2018-06-01,80,0,18510
2018-06-01,81,0,10670
2018-06-01,82,0,6680
2018-06-01,83,0,31580
2018-06-01,84,0,17370
2018-06-01,85,0,7480
2018-06-01,86,0,12250
2018-06-01,87,0,9660
2018-06-01,88,0,10770
2018-06-01,89,0,8860
2018-06-01,90,0,4030
2018-06-01,91,0,27260
2018-06-01,92,0,30880
2018-06-01,93,0,84380
2018-06-01,94,0,42510
2018-06-01,95,0,33580
2018-06-01,971,0,44260
2018-06-01,972,0,36260
2018-06-01,973,0,22330
2018-06-01,974,0,97210
2018-06-01,976,0,5930
2018-07-01,01,0,7520
2018-07-01,02,0,17570
2018-07-01,03,0,9760
2018-07-01,04,0,4270
2018-07-01,05,0,2830
2018-07-01,06,0,24270
2018-07-01,07,0,6570
2018-07-01,08,0,10620
2018-07-01,09,0,6070
2018-07-01,10,0,9570
2018-07-01,11,0,16450
2018-07-01,12,0,4150
2018-07-01,13,0,78440
2018-07-01,14,0,14660
2018-07-01,15,0,2250
2018-07-01,16,0,10570
2018-07-01,17,0,15860
2018-07-01,18,0,9490
2018-07-01,19,0,3210
2018-07-01,2A,0,2420
2018-07-01,2B,0,3890
2018-07-01,21,0,9730
2018-07-01,22,0,10750
2018-07-01,23,0,2700
2018-07-01,24,0,10420
2018-07-01,25,0,11730
2018-07-01,26,0,11930
2018-07-01,27,0,13220
2018-07-01,28,0,8430
2018-07-01,29,0,17240
2018-07-01,30,0,30650
2018-07-01,31,0,36630
2018-07-01,32,0,3840
2018-07-01,33,0,41460
2018-07-01,34,0,40090
2018-07-01,35,0,16830
2018-07-01,36,0,5090
2018-07-01,37,0,13490
2018-07-01,38,0,23330
2018-07-01,39,0,3630
2018-07-01,40,0,8080
2018-07-01,41,0,6940
2018-07-01,42,0,16850
2018-07-01,43,0,3160
2018-07-01,44,0,29110
2018-07-01,45,0,15490
2018-07-01,46,0,3810
2018-07-01,47,0,9630
2018-07-01,48,0,1200
2018-07-01,49,0,15440
2018-07-01,50,0,7480
2018-07-01,51,0,14080
2018-07-01,52,0,4240
2018-07-01,53,0,3690
2018-07-01,54,0,22190
2018-07-01,55,0,5050
2018-07-01,56,0,13720
2018-07-01,57,0,27220
2018-07-01,58,0,5620
2018-07-01,59,0,110920
2018-07-01,60,0,19840
2018-07-01,61,0,7100
2018-07-01,62,0,56160
2018-07-01,63,0,15570
2018-07-01,64,0,14300
2018-07-01,65,0,5440
2018-07-01,66,0,21820
2018-07-01,67,0,26640
2018-07-01,68,0,15220
2018-07-01,69,0,46210
2018-07-01,70,0,4270
2018-07-01,71,0,10040
2018-07-01,72,0,10770
2018-07-01,73,0,5560
2018-07-01,74,0,8070
2018-07-01,75,0,63110
2018-07-01,76,0,41020
2018-07-01,77,0,28840
2018-07-01,78,0,22860
2018-07-01,79,0,6820
2018-07-01,80,0,18490
2018-07-01,81,0,10690
2018-07-01,82,0,6630
2018-07-01,83,0,31390
2018-07-01,84,0,17240
2018-07-01,85,0,7290
2018-07-01,86,0,12310
2018-07-01,87,0,9680
2018-07-01,88,0,10740
2018-07-01,89,0,8800
2018-07-01,90,0,4030
2018-07-01,91,0,27300
2018-07-01,92,0,30950
2018-07-01,93,0,84180
2018-07-01,94,0,42660
2018-07-01,95,0,33570
2018-07-01,971,0,44130
2018-07-01,972,0,36220
2018-07-01,973,0,22330
2018-07-01,974,0,97500
2018-07-01,976,0,5910
2018-08-01,01,0,7480
2018-08-01,02,0,17480
2018-08-01,03,0,9740
2018-08-01,04,0,4240
2018-08-01,05,0,2800
2018-08-01,06,0,23800
2018-08-01,07,0,6520
2018-08-01,08,0,10580
2018-08-01,09,0,6060
2018-08-01,10,0,9500
2018-08-01,11,0,16310
2018-08-01,12,0,4110
2018-08-01,13,0,78420
2018-08-01,14,0,14550
2018-08-01,15,0,2250
2018-08-01,16,0,10590
2018-08-01,17,0,15690
2018-08-01,18,0,9460
2018-08-01,19,0,3200
2018-08-01,2A,0,2360
2018-08-01,2B,0,3840
2018-08-01,21,0,9700
2018-08-01,22,0,10700
2018-08-01,23,0,2690
2018-08-01,24,0,10310
2018-08-01,25,0,11750
2018-08-01,26,0,11840
2018-08-01,27,0,13080
2018-08-01,28,0,8380
2018-08-01,29,0,17090
2018-08-01,30,0,30560
2018-08-01,31,0,36540
2018-08-01,32,0,3810
2018-08-01,33,0,41300
2018-08-01,34,0,39890
2018-08-01,35,0,16770
2018-08-01,36,0,5070
2018-08-01,37,0,13410
2018-08-01,38,0,23150
2018-08-01,39,0,3620
2018-08-01,40,0,8030
2018-08-01,41,0,6920
2018-08-01,42,0,16760
2018-08-01,43,0,3120
2018-08-01,44,0,28970
2018-08-01,45,0,15360
2018-08-01,46,0,3810
2018-08-01,47,0,9580
2018-08-01,48,0,1200
2018-08-01,49,0,15420
2018-08-01,50,0,7450
2018-08-01,51,0,13990
2018-08-01,52,0,4210
2018-08-01,53,0,3700
2018-08-01,54,0,22140
2018-08-01,55,0,5020
2018-08-01,56,0,13630
2018-08-01,57,0,27120
2018-08-01,58,0,5620
2018-08-01,59,0,110680
2018-08-01,60,0,19740
2018-08-01,61,0,7040
2018-08-01,62,0,55890
2018-08-01,63,0,15550
2018-08-01,64,0,14230
2018-08-01,65,0,5450
2018-08-01,66,0,21700
2018-08-01,67,0,26480
2018-08-01,68,0,15160
2018-08-01,69,0,46010
2018-08-01,70,0,4220
